drugbank_id,interactant_id,polypeptide_id,resource,identifier
DB00762,BE0000530,P02768,GenBank Gene Database,V00494
DB00762,BE0000530,P02768,GenBank Protein Database,28590
DB00762,BE0000530,P02768,UniProtKB,P02768
DB00762,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00768,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00768,BE0000530,P02768,GenAtlas,ALB
DB00768,BE0000530,P02768,GeneCards,ALB
DB00768,BE0000530,P02768,GenBank Gene Database,V00494
DB00768,BE0000530,P02768,GenBank Protein Database,28590
DB00768,BE0000530,P02768,UniProtKB,P02768
DB00768,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00770,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00770,BE0000530,P02768,GenAtlas,ALB
DB00770,BE0000530,P02768,GeneCards,ALB
DB00770,BE0000530,P02768,GenBank Gene Database,V00494
DB00770,BE0000530,P02768,GenBank Protein Database,28590
DB00770,BE0000530,P02768,UniProtKB,P02768
DB00770,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00774,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00774,BE0000530,P02768,GenAtlas,ALB
DB00774,BE0000530,P02768,GeneCards,ALB
DB00774,BE0000530,P02768,GenBank Gene Database,V00494
DB00774,BE0000530,P02768,GenBank Protein Database,28590
DB00774,BE0000530,P02768,UniProtKB,P02768
DB00774,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00776,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00776,BE0000530,P02768,GenAtlas,ALB
DB00776,BE0000530,P02768,GeneCards,ALB
DB00776,BE0000530,P02768,GenBank Gene Database,V00494
DB00776,BE0000530,P02768,GenBank Protein Database,28590
DB00776,BE0000530,P02768,UniProtKB,P02768
DB00776,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00783,BE0000685,P04278,HUGO Gene Nomenclature Committee (HGNC),HGNC:10839
DB00783,BE0000685,P04278,GenAtlas,SHBG
DB00783,BE0000685,P04278,GeneCards,SHBG
DB00783,BE0000685,P04278,GenBank Gene Database,X16349
DB00783,BE0000685,P04278,GenBank Protein Database,296673
DB00783,BE0000685,P04278,UniProtKB,P04278
DB00783,BE0000685,P04278,UniProt Accession,SHBG_HUMAN
DB00783,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00783,BE0000530,P02768,GenAtlas,ALB
DB00783,BE0000530,P02768,GeneCards,ALB
DB00783,BE0000530,P02768,GenBank Gene Database,V00494
DB00783,BE0000530,P02768,GenBank Protein Database,28590
DB00783,BE0000530,P02768,UniProtKB,P02768
DB00783,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00783,BE0003591,P12104,HUGO Gene Nomenclature Committee (HGNC),HGNC:3556
DB00783,BE0003591,P12104,GeneCards,FABP2
DB00783,BE0003591,P12104,GenBank Gene Database,BC069466
DB00783,BE0003591,P12104,GenBank Protein Database,46854681
DB00783,BE0003591,P12104,UniProtKB,P12104
DB00783,BE0003591,P12104,UniProt Accession,FABPI_HUMAN
DB00784,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00784,BE0000530,P02768,GenAtlas,ALB
DB00784,BE0000530,P02768,GeneCards,ALB
DB00784,BE0000530,P02768,GenBank Gene Database,V00494
DB00784,BE0000530,P02768,GenBank Protein Database,28590
DB00784,BE0000530,P02768,UniProtKB,P02768
DB00784,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00787,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00787,BE0000530,P02768,GenAtlas,ALB
DB00787,BE0000530,P02768,GeneCards,ALB
DB00787,BE0000530,P02768,GenBank Gene Database,V00494
DB00787,BE0000530,P02768,GenBank Protein Database,28590
DB00787,BE0000530,P02768,UniProtKB,P02768
DB00787,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00788,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00788,BE0000530,P02768,GenAtlas,ALB
DB00788,BE0000530,P02768,GeneCards,ALB
DB00788,BE0000530,P02768,GenBank Gene Database,V00494
DB00788,BE0000530,P02768,GenBank Protein Database,28590
DB00788,BE0000530,P02768,UniProtKB,P02768
DB00788,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00792,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00792,BE0000530,P02768,GenAtlas,ALB
DB00792,BE0000530,P02768,GeneCards,ALB
DB00792,BE0000530,P02768,GenBank Gene Database,V00494
DB00792,BE0000530,P02768,GenBank Protein Database,28590
DB00792,BE0000530,P02768,UniProtKB,P02768
DB00792,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00795,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00795,BE0000530,P02768,GenAtlas,ALB
DB00795,BE0000530,P02768,GeneCards,ALB
DB00795,BE0000530,P02768,GenBank Gene Database,V00494
DB00795,BE0000530,P02768,GenBank Protein Database,28590
DB00795,BE0000530,P02768,UniProtKB,P02768
DB00795,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00802,BE0000925,P02763,HUGO Gene Nomenclature Committee (HGNC),HGNC:8498
DB00802,BE0000925,P02763,GenAtlas,ORM1
DB00802,BE0000925,P02763,GeneCards,ORM1
DB00802,BE0000925,P02763,GenBank Gene Database,X02544
DB00802,BE0000925,P02763,GenBank Protein Database,757907
DB00802,BE0000925,P02763,UniProtKB,P02763
DB00802,BE0000925,P02763,UniProt Accession,A1AG1_HUMAN
DB00802,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00802,BE0000530,P02768,GenAtlas,ALB
DB00802,BE0000530,P02768,GeneCards,ALB
DB00802,BE0000530,P02768,GenBank Gene Database,V00494
DB00802,BE0000530,P02768,GenBank Protein Database,28590
DB00802,BE0000530,P02768,UniProtKB,P02768
DB00802,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00808,BE0004879,P02763,HUGO Gene Nomenclature Committee (HGNC),HGNC:8498
DB00808,BE0004879,P02763,GenAtlas,ORM1
DB00808,BE0004879,P02763,GeneCards,ORM1
DB00808,BE0004879,P02763,GenBank Gene Database,X02544
DB00808,BE0004879,P02763,GenBank Protein Database,757907
DB00808,BE0004879,P02763,UniProtKB,P02763
DB00808,BE0004879,P02763,UniProt Accession,A1AG1_HUMAN
DB00808,BE0004879,P19652,HUGO Gene Nomenclature Committee (HGNC),HGNC:8499
DB00808,BE0004879,P19652,GeneCards,ORM2
DB00808,BE0004879,P19652,GenBank Gene Database,BC015964
DB00808,BE0004879,P19652,GenBank Protein Database,16359000
DB00808,BE0004879,P19652,UniProtKB,P19652
DB00808,BE0004879,P19652,UniProt Accession,A1AG2_HUMAN
DB00808,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00808,BE0000530,P02768,GenAtlas,ALB
DB00808,BE0000530,P02768,GeneCards,ALB
DB00808,BE0000530,P02768,GenBank Gene Database,V00494
DB00808,BE0000530,P02768,GenBank Protein Database,28590
DB00808,BE0000530,P02768,UniProtKB,P02768
DB00808,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00813,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00813,BE0000530,P02768,GenAtlas,ALB
DB00813,BE0000530,P02768,GeneCards,ALB
DB00813,BE0000530,P02768,GenBank Gene Database,V00494
DB00813,BE0000530,P02768,GenBank Protein Database,28590
DB00813,BE0000530,P02768,UniProtKB,P02768
DB00813,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00813,BE0004879,P02763,HUGO Gene Nomenclature Committee (HGNC),HGNC:8498
DB00813,BE0004879,P02763,GenAtlas,ORM1
DB00813,BE0004879,P02763,GeneCards,ORM1
DB00813,BE0004879,P02763,GenBank Gene Database,X02544
DB00813,BE0004879,P02763,GenBank Protein Database,757907
DB00813,BE0004879,P02763,UniProtKB,P02763
DB00813,BE0004879,P02763,UniProt Accession,A1AG1_HUMAN
DB00813,BE0004879,P19652,HUGO Gene Nomenclature Committee (HGNC),HGNC:8499
DB00813,BE0004879,P19652,GeneCards,ORM2
DB00813,BE0004879,P19652,GenBank Gene Database,BC015964
DB00813,BE0004879,P19652,GenBank Protein Database,16359000
DB00813,BE0004879,P19652,UniProtKB,P19652
DB00813,BE0004879,P19652,UniProt Accession,A1AG2_HUMAN
DB00814,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00814,BE0000530,P02768,GenAtlas,ALB
DB00814,BE0000530,P02768,GeneCards,ALB
DB00814,BE0000530,P02768,GenBank Gene Database,V00494
DB00814,BE0000530,P02768,GenBank Protein Database,28590
DB00814,BE0000530,P02768,UniProtKB,P02768
DB00814,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00815,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00815,BE0000530,P02768,GenAtlas,ALB
DB00815,BE0000530,P02768,GeneCards,ALB
DB00815,BE0000530,P02768,GenBank Gene Database,V00494
DB00815,BE0000530,P02768,GenBank Protein Database,28590
DB00815,BE0000530,P02768,UniProtKB,P02768
DB00815,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00818,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00818,BE0000530,P02768,GenAtlas,ALB
DB00818,BE0000530,P02768,GeneCards,ALB
DB00818,BE0000530,P02768,GenBank Gene Database,V00494
DB00818,BE0000530,P02768,GenBank Protein Database,28590
DB00818,BE0000530,P02768,UniProtKB,P02768
DB00818,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00829,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00829,BE0000530,P02768,GenAtlas,ALB
DB00829,BE0000530,P02768,GeneCards,ALB
DB00829,BE0000530,P02768,GenBank Gene Database,V00494
DB00829,BE0000530,P02768,GenBank Protein Database,28590
DB00829,BE0000530,P02768,UniProtKB,P02768
DB00829,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00842,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00842,BE0000530,P02768,GenAtlas,ALB
DB00842,BE0000530,P02768,GeneCards,ALB
DB00842,BE0000530,P02768,GenBank Gene Database,V00494
DB00842,BE0000530,P02768,GenBank Protein Database,28590
DB00842,BE0000530,P02768,UniProtKB,P02768
DB00842,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00845,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00845,BE0000530,P02768,GenAtlas,ALB
DB00845,BE0000530,P02768,GeneCards,ALB
DB00845,BE0000530,P02768,GenBank Gene Database,V00494
DB00845,BE0000530,P02768,GenBank Protein Database,28590
DB00845,BE0000530,P02768,UniProtKB,P02768
DB00845,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00846,BE0000209,P08185,HUGO Gene Nomenclature Committee (HGNC),HGNC:1540
DB00846,BE0000209,P08185,GenAtlas,SERPINA6
DB00846,BE0000209,P08185,GeneCards,SERPINA6
DB00846,BE0000209,P08185,GenBank Gene Database,J02943
DB00846,BE0000209,P08185,GenBank Protein Database,179971
DB00846,BE0000209,P08185,UniProtKB,P08185
DB00846,BE0000209,P08185,UniProt Accession,CBG_HUMAN
DB00847,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00847,BE0000530,P02768,GenAtlas,ALB
DB00847,BE0000530,P02768,GeneCards,ALB
DB00847,BE0000530,P02768,GenBank Gene Database,V00494
DB00847,BE0000530,P02768,GenBank Protein Database,28590
DB00847,BE0000530,P02768,UniProtKB,P02768
DB00847,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00850,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00850,BE0000530,P02768,GenAtlas,ALB
DB00850,BE0000530,P02768,GeneCards,ALB
DB00850,BE0000530,P02768,GenBank Gene Database,V00494
DB00850,BE0000530,P02768,GenBank Protein Database,28590
DB00850,BE0000530,P02768,UniProtKB,P02768
DB00850,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00852,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00852,BE0000530,P02768,GenAtlas,ALB
DB00852,BE0000530,P02768,GeneCards,ALB
DB00852,BE0000530,P02768,GenBank Gene Database,V00494
DB00852,BE0000530,P02768,GenBank Protein Database,28590
DB00852,BE0000530,P02768,UniProtKB,P02768
DB00852,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00853,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00853,BE0000530,P02768,GenAtlas,ALB
DB00853,BE0000530,P02768,GeneCards,ALB
DB00853,BE0000530,P02768,GenBank Gene Database,V00494
DB00853,BE0000530,P02768,GenBank Protein Database,28590
DB00853,BE0000530,P02768,UniProtKB,P02768
DB00853,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00853,BE0000925,P02763,HUGO Gene Nomenclature Committee (HGNC),HGNC:8498
DB00853,BE0000925,P02763,GenAtlas,ORM1
DB00853,BE0000925,P02763,GeneCards,ORM1
DB00853,BE0000925,P02763,GenBank Gene Database,X02544
DB00853,BE0000925,P02763,GenBank Protein Database,757907
DB00853,BE0000925,P02763,UniProtKB,P02763
DB00853,BE0000925,P02763,UniProt Accession,A1AG1_HUMAN
DB00857,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00857,BE0000530,P02768,GenAtlas,ALB
DB00857,BE0000530,P02768,GeneCards,ALB
DB00857,BE0000530,P02768,GenBank Gene Database,V00494
DB00857,BE0000530,P02768,GenBank Protein Database,28590
DB00857,BE0000530,P02768,UniProtKB,P02768
DB00857,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00857,BE0004879,P02763,HUGO Gene Nomenclature Committee (HGNC),HGNC:8498
DB00857,BE0004879,P02763,GenAtlas,ORM1
DB00857,BE0004879,P02763,GeneCards,ORM1
DB00857,BE0004879,P02763,GenBank Gene Database,X02544
DB00857,BE0004879,P02763,GenBank Protein Database,757907
DB00857,BE0004879,P02763,UniProtKB,P02763
DB00857,BE0004879,P02763,UniProt Accession,A1AG1_HUMAN
DB00857,BE0004879,P19652,HUGO Gene Nomenclature Committee (HGNC),HGNC:8499
DB00857,BE0004879,P19652,GeneCards,ORM2
DB00857,BE0004879,P19652,GenBank Gene Database,BC015964
DB00857,BE0004879,P19652,GenBank Protein Database,16359000
DB00857,BE0004879,P19652,UniProtKB,P19652
DB00857,BE0004879,P19652,UniProt Accession,A1AG2_HUMAN
DB00858,BE0000685,P04278,HUGO Gene Nomenclature Committee (HGNC),HGNC:10839
DB00858,BE0000685,P04278,GenAtlas,SHBG
DB00858,BE0000685,P04278,GeneCards,SHBG
DB00858,BE0000685,P04278,GenBank Gene Database,X16349
DB00858,BE0000685,P04278,GenBank Protein Database,296673
DB00858,BE0000685,P04278,UniProtKB,P04278
DB00858,BE0000685,P04278,UniProt Accession,SHBG_HUMAN
DB00860,BE0000209,P08185,HUGO Gene Nomenclature Committee (HGNC),HGNC:1540
DB00860,BE0000209,P08185,GenAtlas,SERPINA6
DB00860,BE0000209,P08185,GeneCards,SERPINA6
DB00860,BE0000209,P08185,GenBank Gene Database,J02943
DB00860,BE0000209,P08185,GenBank Protein Database,179971
DB00860,BE0000209,P08185,UniProtKB,P08185
DB00860,BE0000209,P08185,UniProt Accession,CBG_HUMAN
DB00860,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00860,BE0000530,P02768,GenAtlas,ALB
DB00860,BE0000530,P02768,GeneCards,ALB
DB00860,BE0000530,P02768,GenBank Gene Database,V00494
DB00860,BE0000530,P02768,GenBank Protein Database,28590
DB00860,BE0000530,P02768,UniProtKB,P02768
DB00860,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00861,BE0000337,P02766,HUGO Gene Nomenclature Committee (HGNC),HGNC:12405
DB00861,BE0000337,P02766,GenAtlas,TTR
DB00861,BE0000337,P02766,GeneCards,TTR
DB00861,BE0000337,P02766,GenBank Gene Database,K02091
DB00861,BE0000337,P02766,GenBank Protein Database,189582
DB00861,BE0000337,P02766,Guide to Pharmacology,2851
DB00861,BE0000337,P02766,UniProtKB,P02766
DB00861,BE0000337,P02766,UniProt Accession,TTHY_HUMAN
DB00861,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00861,BE0000530,P02768,GenAtlas,ALB
DB00861,BE0000530,P02768,GeneCards,ALB
DB00861,BE0000530,P02768,GenBank Gene Database,V00494
DB00861,BE0000530,P02768,GenBank Protein Database,28590
DB00861,BE0000530,P02768,UniProtKB,P02768
DB00861,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00864,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00864,BE0000530,P02768,GenAtlas,ALB
DB00864,BE0000530,P02768,GeneCards,ALB
DB00864,BE0000530,P02768,GenBank Gene Database,V00494
DB00864,BE0000530,P02768,GenBank Protein Database,28590
DB00864,BE0000530,P02768,UniProtKB,P02768
DB00864,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00864,BE0000925,P02763,HUGO Gene Nomenclature Committee (HGNC),HGNC:8498
DB00864,BE0000925,P02763,GenAtlas,ORM1
DB00864,BE0000925,P02763,GeneCards,ORM1
DB00864,BE0000925,P02763,GenBank Gene Database,X02544
DB00864,BE0000925,P02763,GenBank Protein Database,757907
DB00864,BE0000925,P02763,UniProtKB,P02763
DB00864,BE0000925,P02763,UniProt Accession,A1AG1_HUMAN
DB00870,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00870,BE0000530,P02768,GenAtlas,ALB
DB00870,BE0000530,P02768,GeneCards,ALB
DB00870,BE0000530,P02768,GenBank Gene Database,V00494
DB00870,BE0000530,P02768,GenBank Protein Database,28590
DB00870,BE0000530,P02768,UniProtKB,P02768
DB00870,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00877,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00877,BE0000530,P02768,GenAtlas,ALB
DB00877,BE0000530,P02768,GeneCards,ALB
DB00877,BE0000530,P02768,GenBank Gene Database,V00494
DB00877,BE0000530,P02768,GenBank Protein Database,28590
DB00877,BE0000530,P02768,UniProtKB,P02768
DB00877,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00877,BE0000925,P02763,HUGO Gene Nomenclature Committee (HGNC),HGNC:8498
DB00877,BE0000925,P02763,GenAtlas,ORM1
DB00877,BE0000925,P02763,GeneCards,ORM1
DB00877,BE0000925,P02763,GenBank Gene Database,X02544
DB00877,BE0000925,P02763,GenBank Protein Database,757907
DB00877,BE0000925,P02763,UniProtKB,P02763
DB00877,BE0000925,P02763,UniProt Accession,A1AG1_HUMAN
DB00877,BE0010065,P02647,HUGO Gene Nomenclature Committee (HGNC),HGNC:600
DB00877,BE0010065,P02647,GenAtlas,APOA1
DB00877,BE0010065,P02647,GeneCards,APOA1
DB00877,BE0010065,P02647,GenBank Gene Database,BC110286
DB00877,BE0010065,P02647,UniProtKB,P02647
DB00877,BE0010065,P02647,UniProt Accession,APOA1_HUMAN
DB00877,BE0010065,P02652,HUGO Gene Nomenclature Committee (HGNC),HGNC:601
DB00877,BE0010065,P02652,GenAtlas,APOA2
DB00877,BE0010065,P02652,GeneCards,APOA2
DB00877,BE0010065,P02652,GenBank Gene Database,X00955
DB00877,BE0010065,P02652,GenBank Protein Database,28748
DB00877,BE0010065,P02652,UniProtKB,P02652
DB00877,BE0010065,P02652,UniProt Accession,APOA2_HUMAN
DB00877,BE0010065,P06727,HUGO Gene Nomenclature Committee (HGNC),HGNC:602
DB00877,BE0010065,P06727,GeneCards,APOA4
DB00877,BE0010065,P06727,UniProtKB,P06727
DB00877,BE0010065,P06727,UniProt Accession,APOA4_HUMAN
DB00877,BE0010065,P04114,HUGO Gene Nomenclature Committee (HGNC),HGNC:603
DB00877,BE0010065,P04114,GeneCards,APOB
DB00877,BE0010065,P04114,UniProtKB,P04114
DB00877,BE0010065,P04114,UniProt Accession,APOB_HUMAN
DB00877,BE0010065,P02655,HUGO Gene Nomenclature Committee (HGNC),HGNC:609
DB00877,BE0010065,P02655,GeneCards,APOC2
DB00877,BE0010065,P02655,UniProtKB,P02655
DB00877,BE0010065,P02655,UniProt Accession,APOC2_HUMAN
DB00877,BE0010065,P02656,HUGO Gene Nomenclature Committee (HGNC),HGNC:610
DB00877,BE0010065,P02656,GeneCards,APOC3
DB00877,BE0010065,P02656,UniProtKB,P02656
DB00877,BE0010065,P02656,UniProt Accession,APOC3_HUMAN
DB00877,BE0010065,P05090,HUGO Gene Nomenclature Committee (HGNC),HGNC:612
DB00877,BE0010065,P05090,GeneCards,APOD
DB00877,BE0010065,P05090,UniProtKB,P05090
DB00877,BE0010065,P05090,UniProt Accession,APOD_HUMAN
DB00877,BE0010065,P02649,HUGO Gene Nomenclature Committee (HGNC),HGNC:613
DB00877,BE0010065,P02649,GenAtlas,APOE
DB00877,BE0010065,P02649,GeneCards,APOE
DB00877,BE0010065,P02649,GenBank Gene Database,M12529
DB00877,BE0010065,P02649,GenBank Protein Database,178849
DB00877,BE0010065,P02649,UniProtKB,P02649
DB00877,BE0010065,P02649,UniProt Accession,APOE_HUMAN
DB00877,BE0010065,O14791,HUGO Gene Nomenclature Committee (HGNC),HGNC:618
DB00877,BE0010065,O14791,GeneCards,APOL1
DB00877,BE0010065,O14791,UniProtKB,O14791
DB00877,BE0010065,O14791,UniProt Accession,APOL1_HUMAN
DB00877,BE0010065,O95445,HUGO Gene Nomenclature Committee (HGNC),HGNC:13916
DB00877,BE0010065,O95445,GeneCards,APOM
DB00877,BE0010065,O95445,GenBank Gene Database,AF118393
DB00877,BE0010065,O95445,GenBank Protein Database,6289103
DB00877,BE0010065,O95445,UniProtKB,O95445
DB00877,BE0010065,O95445,UniProt Accession,APOM_HUMAN
DB00877,BE0010065,P08519,HUGO Gene Nomenclature Committee (HGNC),HGNC:6667
DB00877,BE0010065,P08519,GenAtlas,LPA
DB00877,BE0010065,P08519,GeneCards,LPA
DB00877,BE0010065,P08519,GenBank Gene Database,X06290
DB00877,BE0010065,P08519,GenBank Protein Database,28620
DB00877,BE0010065,P08519,UniProtKB,P08519
DB00877,BE0010065,P08519,UniProt Accession,APOA_HUMAN
DB00878,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00878,BE0000530,P02768,GenAtlas,ALB
DB00878,BE0000530,P02768,GeneCards,ALB
DB00878,BE0000530,P02768,GenBank Gene Database,V00494
DB00878,BE0000530,P02768,GenBank Protein Database,28590
DB00878,BE0000530,P02768,UniProtKB,P02768
DB00878,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00879,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00879,BE0000530,P02768,GenAtlas,ALB
DB00879,BE0000530,P02768,GeneCards,ALB
DB00879,BE0000530,P02768,GenBank Gene Database,V00494
DB00879,BE0000530,P02768,GenBank Protein Database,28590
DB00879,BE0000530,P02768,UniProtKB,P02768
DB00879,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00881,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00881,BE0000530,P02768,GenAtlas,ALB
DB00881,BE0000530,P02768,GeneCards,ALB
DB00881,BE0000530,P02768,GenBank Gene Database,V00494
DB00881,BE0000530,P02768,GenBank Protein Database,28590
DB00881,BE0000530,P02768,UniProtKB,P02768
DB00881,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00893,BE0000510,P02787,HUGO Gene Nomenclature Committee (HGNC),HGNC:11740
DB00893,BE0000510,P02787,GenAtlas,TF
DB00893,BE0000510,P02787,GeneCards,TF
DB00893,BE0000510,P02787,GenBank Gene Database,M12530
DB00893,BE0000510,P02787,GenBank Protein Database,339453
DB00893,BE0000510,P02787,UniProtKB,P02787
DB00893,BE0000510,P02787,UniProt Accession,TRFE_HUMAN
DB00896,BE0000209,P08185,HUGO Gene Nomenclature Committee (HGNC),HGNC:1540
DB00896,BE0000209,P08185,GenAtlas,SERPINA6
DB00896,BE0000209,P08185,GeneCards,SERPINA6
DB00896,BE0000209,P08185,GenBank Gene Database,J02943
DB00896,BE0000209,P08185,GenBank Protein Database,179971
DB00896,BE0000209,P08185,UniProtKB,P08185
DB00896,BE0000209,P08185,UniProt Accession,CBG_HUMAN
DB00900,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00900,BE0000530,P02768,GenAtlas,ALB
DB00900,BE0000530,P02768,GeneCards,ALB
DB00900,BE0000530,P02768,GenBank Gene Database,V00494
DB00900,BE0000530,P02768,GenBank Protein Database,28590
DB00900,BE0000530,P02768,UniProtKB,P02768
DB00900,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00903,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00903,BE0000530,P02768,GenAtlas,ALB
DB00903,BE0000530,P02768,GeneCards,ALB
DB00903,BE0000530,P02768,GenBank Gene Database,V00494
DB00903,BE0000530,P02768,GenBank Protein Database,28590
DB00903,BE0000530,P02768,UniProtKB,P02768
DB00903,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00907,BE0004879,P02763,HUGO Gene Nomenclature Committee (HGNC),HGNC:8498
DB00907,BE0004879,P02763,GenAtlas,ORM1
DB00907,BE0004879,P02763,GeneCards,ORM1
DB00907,BE0004879,P02763,GenBank Gene Database,X02544
DB00907,BE0004879,P02763,GenBank Protein Database,757907
DB00907,BE0004879,P02763,UniProtKB,P02763
DB00907,BE0004879,P02763,UniProt Accession,A1AG1_HUMAN
DB00907,BE0004879,P19652,HUGO Gene Nomenclature Committee (HGNC),HGNC:8499
DB00907,BE0004879,P19652,GeneCards,ORM2
DB00907,BE0004879,P19652,GenBank Gene Database,BC015964
DB00907,BE0004879,P19652,GenBank Protein Database,16359000
DB00907,BE0004879,P19652,UniProtKB,P19652
DB00907,BE0004879,P19652,UniProt Accession,A1AG2_HUMAN
DB00908,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00908,BE0000530,P02768,GenAtlas,ALB
DB00908,BE0000530,P02768,GeneCards,ALB
DB00908,BE0000530,P02768,GenBank Gene Database,V00494
DB00908,BE0000530,P02768,GenBank Protein Database,28590
DB00908,BE0000530,P02768,UniProtKB,P02768
DB00908,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
DB00908,BE0000925,P02763,HUGO Gene Nomenclature Committee (HGNC),HGNC:8498
DB00908,BE0000925,P02763,GenAtlas,ORM1
DB00908,BE0000925,P02763,GeneCards,ORM1
DB00908,BE0000925,P02763,GenBank Gene Database,X02544
DB00908,BE0000925,P02763,GenBank Protein Database,757907
DB00908,BE0000925,P02763,UniProtKB,P02763
DB00908,BE0000925,P02763,UniProt Accession,A1AG1_HUMAN
DB00912,BE0000530,P02768,HUGO Gene Nomenclature Committee (HGNC),HGNC:399
DB00912,BE0000530,P02768,GenAtlas,ALB
DB00912,BE0000530,P02768,GeneCards,ALB
DB00912,BE0000530,P02768,GenBank Gene Database,V00494
DB00912,BE0000530,P02768,GenBank Protein Database,28590
DB00912,BE0000530,P02768,UniProtKB,P02768
DB00912,BE0000530,P02768,UniProt Accession,ALBU_HUMAN
