drugbank_id,interactant_id,polypeptide_id,category,description
DB00391,BE0000530,P02768,component,endoplasmic reticulum lumen
DB00391,BE0000530,P02768,component,protein-containing complex
DB00391,BE0000530,P02768,function,enterobactin binding
DB00391,BE0000530,P02768,function,exogenous protein binding
DB00391,BE0000530,P02768,function,identical protein binding
DB00391,BE0000530,P02768,function,protein-folding chaperone binding
DB00391,BE0000530,P02768,process,cellular response to calcium ion starvation
DB00391,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB00394,BE0000209,P08185,component,extracellular region
DB00404,BE0000530,P02768,component,cytoplasm
DB00404,BE0000530,P02768,component,endoplasmic reticulum lumen
DB00404,BE0000530,P02768,component,protein-containing complex
DB00404,BE0000530,P02768,function,enterobactin binding
DB00404,BE0000530,P02768,function,exogenous protein binding
DB00404,BE0000530,P02768,function,identical protein binding
DB00404,BE0000530,P02768,function,protein-folding chaperone binding
DB00404,BE0000530,P02768,process,cellular response to calcium ion starvation
DB00404,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB00404,BE0004879,P02763,component,collagen-containing extracellular matrix
DB00404,BE0004879,P02763,component,platelet alpha granule lumen
DB00404,BE0004879,P02763,component,specific granule lumen
DB00404,BE0004879,P02763,component,tertiary granule lumen
DB00404,BE0004879,P02763,process,positive regulation of interleukin-1 beta production
DB00404,BE0004879,P02763,process,positive regulation of interleukin-1 production
DB00404,BE0004879,P02763,process,positive regulation of tumor necrosis factor production
DB00404,BE0004879,P19652,component,azurophil granule lumen
DB00404,BE0004879,P19652,component,collagen-containing extracellular matrix
DB00404,BE0004879,P19652,component,extracellular region
DB00404,BE0004879,P19652,component,platelet alpha granule lumen
DB00404,BE0004879,P19652,component,specific granule lumen
DB00404,BE0004879,P19652,process,positive regulation of interleukin-1 beta production
DB00404,BE0004879,P19652,process,positive regulation of interleukin-1 production
DB00404,BE0004879,P19652,process,positive regulation of tumor necrosis factor production
DB00409,BE0004879,P02763,component,collagen-containing extracellular matrix
DB00409,BE0004879,P02763,component,platelet alpha granule lumen
DB00409,BE0004879,P02763,component,specific granule lumen
DB00409,BE0004879,P02763,component,tertiary granule lumen
DB00409,BE0004879,P02763,process,positive regulation of interleukin-1 beta production
DB00409,BE0004879,P02763,process,positive regulation of interleukin-1 production
DB00409,BE0004879,P02763,process,positive regulation of tumor necrosis factor production
DB00409,BE0004879,P19652,component,azurophil granule lumen
DB00409,BE0004879,P19652,component,collagen-containing extracellular matrix
DB00409,BE0004879,P19652,component,extracellular region
DB00409,BE0004879,P19652,component,platelet alpha granule lumen
DB00409,BE0004879,P19652,component,specific granule lumen
DB00409,BE0004879,P19652,process,positive regulation of interleukin-1 beta production
DB00409,BE0004879,P19652,process,positive regulation of interleukin-1 production
DB00409,BE0004879,P19652,process,positive regulation of tumor necrosis factor production
DB00412,BE0000530,P02768,component,cytoplasm
DB00412,BE0000530,P02768,component,endoplasmic reticulum lumen
DB00412,BE0000530,P02768,component,protein-containing complex
DB00412,BE0000530,P02768,function,enterobactin binding
DB00412,BE0000530,P02768,function,exogenous protein binding
DB00412,BE0000530,P02768,function,identical protein binding
DB00412,BE0000530,P02768,function,protein-folding chaperone binding
DB00412,BE0000530,P02768,process,cellular response to calcium ion starvation
DB00412,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB00414,BE0000530,P02768,component,cytoplasm
DB00414,BE0000530,P02768,component,endoplasmic reticulum lumen
DB00414,BE0000530,P02768,component,protein-containing complex
DB00414,BE0000530,P02768,function,enterobactin binding
DB00414,BE0000530,P02768,function,exogenous protein binding
DB00414,BE0000530,P02768,function,identical protein binding
DB00414,BE0000530,P02768,function,protein-folding chaperone binding
DB00414,BE0000530,P02768,process,cellular response to calcium ion starvation
DB00414,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB00415,BE0000530,P02768,component,cytoplasm
DB00415,BE0000530,P02768,component,endoplasmic reticulum lumen
DB00415,BE0000530,P02768,component,protein-containing complex
DB00415,BE0000530,P02768,function,enterobactin binding
DB00415,BE0000530,P02768,function,exogenous protein binding
DB00415,BE0000530,P02768,function,identical protein binding
DB00415,BE0000530,P02768,function,protein-folding chaperone binding
DB00415,BE0000530,P02768,process,cellular response to calcium ion starvation
DB00415,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB00421,BE0000530,P02768,component,cytoplasm
DB00421,BE0000530,P02768,component,endoplasmic reticulum lumen
DB00421,BE0000530,P02768,component,protein-containing complex
DB00421,BE0000530,P02768,function,enterobactin binding
DB00421,BE0000530,P02768,function,exogenous protein binding
DB00421,BE0000530,P02768,function,identical protein binding
DB00421,BE0000530,P02768,function,protein-folding chaperone binding
DB00421,BE0000530,P02768,process,cellular response to calcium ion starvation
DB00421,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB00421,BE0004879,P02763,component,collagen-containing extracellular matrix
DB00421,BE0004879,P02763,component,platelet alpha granule lumen
DB00421,BE0004879,P02763,component,specific granule lumen
DB00421,BE0004879,P02763,component,tertiary granule lumen
DB00421,BE0004879,P02763,process,positive regulation of interleukin-1 beta production
DB00421,BE0004879,P02763,process,positive regulation of interleukin-1 production
DB00421,BE0004879,P02763,process,positive regulation of tumor necrosis factor production
DB00421,BE0004879,P19652,component,azurophil granule lumen
DB00421,BE0004879,P19652,component,collagen-containing extracellular matrix
DB00421,BE0004879,P19652,component,extracellular region
DB00421,BE0004879,P19652,component,platelet alpha granule lumen
DB00421,BE0004879,P19652,component,specific granule lumen
DB00421,BE0004879,P19652,process,positive regulation of interleukin-1 beta production
DB00421,BE0004879,P19652,process,positive regulation of interleukin-1 production
DB00421,BE0004879,P19652,process,positive regulation of tumor necrosis factor production
DB00427,BE0000530,P02768,component,cytoplasm
DB00427,BE0000530,P02768,component,endoplasmic reticulum lumen
DB00427,BE0000530,P02768,component,protein-containing complex
DB00427,BE0000530,P02768,function,enterobactin binding
DB00427,BE0000530,P02768,function,exogenous protein binding
DB00427,BE0000530,P02768,function,identical protein binding
DB00427,BE0000530,P02768,function,protein-folding chaperone binding
DB00427,BE0000530,P02768,process,cellular response to calcium ion starvation
DB00427,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB00430,BE0000530,P02768,component,cytoplasm
DB00430,BE0000530,P02768,component,endoplasmic reticulum lumen
DB00430,BE0000530,P02768,component,protein-containing complex
DB00430,BE0000530,P02768,function,enterobactin binding
DB00430,BE0000530,P02768,function,exogenous protein binding
DB00430,BE0000530,P02768,function,identical protein binding
DB00430,BE0000530,P02768,function,protein-folding chaperone binding
DB00430,BE0000530,P02768,process,cellular response to calcium ion starvation
DB00430,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB00432,BE0000530,P02768,component,cytoplasm
DB00432,BE0000530,P02768,component,endoplasmic reticulum lumen
DB00432,BE0000530,P02768,component,protein-containing complex
DB00432,BE0000530,P02768,function,enterobactin binding
DB00432,BE0000530,P02768,function,exogenous protein binding
DB00432,BE0000530,P02768,function,identical protein binding
DB00432,BE0000530,P02768,function,protein-folding chaperone binding
DB00432,BE0000530,P02768,process,cellular response to calcium ion starvation
DB00432,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB00434,BE0000530,P02768,component,cytoplasm
DB00434,BE0000530,P02768,component,endoplasmic reticulum lumen
DB00434,BE0000530,P02768,component,protein-containing complex
DB00434,BE0000530,P02768,function,enterobactin binding
DB00434,BE0000530,P02768,function,exogenous protein binding
DB00434,BE0000530,P02768,function,identical protein binding
DB00434,BE0000530,P02768,function,protein-folding chaperone binding
DB00434,BE0000530,P02768,process,cellular response to calcium ion starvation
DB00434,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB00438,BE0000530,P02768,component,cytoplasm
DB00438,BE0000530,P02768,component,endoplasmic reticulum lumen
DB00438,BE0000530,P02768,component,protein-containing complex
DB00438,BE0000530,P02768,function,enterobactin binding
DB00438,BE0000530,P02768,function,exogenous protein binding
DB00438,BE0000530,P02768,function,identical protein binding
DB00438,BE0000530,P02768,function,protein-folding chaperone binding
DB00438,BE0000530,P02768,process,cellular response to calcium ion starvation
DB00438,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB00443,BE0000530,P02768,component,cytoplasm
DB00443,BE0000530,P02768,component,endoplasmic reticulum lumen
DB00443,BE0000530,P02768,component,protein-containing complex
DB00443,BE0000530,P02768,function,enterobactin binding
DB00443,BE0000530,P02768,function,exogenous protein binding
DB00443,BE0000530,P02768,function,identical protein binding
DB00443,BE0000530,P02768,function,protein-folding chaperone binding
DB00443,BE0000530,P02768,process,cellular response to calcium ion starvation
DB00443,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB00443,BE0000209,P08185,component,extracellular region
DB00451,BE0000337,P02766,component,azurophil granule lumen
DB00451,BE0000337,P02766,function,hormone activity
DB00451,BE0000337,P02766,function,thyroid hormone binding
DB00451,BE0000337,P02766,process,purine nucleobase metabolic process
DB00451,BE0000530,P02768,component,cytoplasm
DB00451,BE0000530,P02768,component,endoplasmic reticulum lumen
DB00451,BE0000530,P02768,component,protein-containing complex
DB00451,BE0000530,P02768,function,enterobactin binding
DB00451,BE0000530,P02768,function,exogenous protein binding
DB00451,BE0000530,P02768,function,identical protein binding
DB00451,BE0000530,P02768,function,protein-folding chaperone binding
DB00451,BE0000530,P02768,process,cellular response to calcium ion starvation
DB00451,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB00454,BE0000530,P02768,component,cytoplasm
DB00454,BE0000530,P02768,component,endoplasmic reticulum lumen
DB00454,BE0000530,P02768,component,protein-containing complex
DB00454,BE0000530,P02768,function,enterobactin binding
DB00454,BE0000530,P02768,function,exogenous protein binding
DB00454,BE0000530,P02768,function,identical protein binding
DB00454,BE0000530,P02768,function,protein-folding chaperone binding
DB00454,BE0000530,P02768,process,cellular response to calcium ion starvation
DB00454,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB00454,BE0000925,P02763,component,collagen-containing extracellular matrix
DB00454,BE0000925,P02763,component,platelet alpha granule lumen
DB00454,BE0000925,P02763,component,specific granule lumen
DB00454,BE0000925,P02763,component,tertiary granule lumen
DB00454,BE0000925,P02763,process,positive regulation of interleukin-1 beta production
DB00454,BE0000925,P02763,process,positive regulation of interleukin-1 production
DB00454,BE0000925,P02763,process,positive regulation of tumor necrosis factor production
DB00456,BE0000530,P02768,component,cytoplasm
DB00456,BE0000530,P02768,component,endoplasmic reticulum lumen
DB00456,BE0000530,P02768,component,protein-containing complex
DB00456,BE0000530,P02768,function,enterobactin binding
DB00456,BE0000530,P02768,function,exogenous protein binding
DB00456,BE0000530,P02768,function,identical protein binding
DB00456,BE0000530,P02768,function,protein-folding chaperone binding
DB00456,BE0000530,P02768,process,cellular response to calcium ion starvation
DB00456,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB00457,BE0000925,P02763,component,collagen-containing extracellular matrix
DB00457,BE0000925,P02763,component,platelet alpha granule lumen
DB00457,BE0000925,P02763,component,specific granule lumen
DB00457,BE0000925,P02763,component,tertiary granule lumen
DB00457,BE0000925,P02763,process,positive regulation of interleukin-1 beta production
DB00457,BE0000925,P02763,process,positive regulation of interleukin-1 production
DB00457,BE0000925,P02763,process,positive regulation of tumor necrosis factor production
DB00458,BE0000925,P02763,component,collagen-containing extracellular matrix
DB00458,BE0000925,P02763,component,platelet alpha granule lumen
DB00458,BE0000925,P02763,component,specific granule lumen
DB00458,BE0000925,P02763,component,tertiary granule lumen
DB00458,BE0000925,P02763,process,positive regulation of interleukin-1 beta production
DB00458,BE0000925,P02763,process,positive regulation of interleukin-1 production
DB00458,BE0000925,P02763,process,positive regulation of tumor necrosis factor production
DB00458,BE0000530,P02768,component,cytoplasm
DB00458,BE0000530,P02768,component,endoplasmic reticulum lumen
DB00458,BE0000530,P02768,component,protein-containing complex
DB00458,BE0000530,P02768,function,enterobactin binding
DB00458,BE0000530,P02768,function,exogenous protein binding
DB00458,BE0000530,P02768,function,identical protein binding
DB00458,BE0000530,P02768,function,protein-folding chaperone binding
DB00458,BE0000530,P02768,process,cellular response to calcium ion starvation
DB00458,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB00459,BE0000530,P02768,component,cytoplasm
DB00459,BE0000530,P02768,component,endoplasmic reticulum lumen
DB00459,BE0000530,P02768,component,protein-containing complex
DB00459,BE0000530,P02768,function,enterobactin binding
DB00459,BE0000530,P02768,function,exogenous protein binding
DB00459,BE0000530,P02768,function,identical protein binding
DB00459,BE0000530,P02768,function,protein-folding chaperone binding
DB00459,BE0000530,P02768,process,cellular response to calcium ion starvation
DB00459,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB00460,BE0010065,P02647,component,collagen-containing extracellular matrix
DB00460,BE0010065,P02647,component,low-density lipoprotein particle
DB00460,BE0010065,P02647,function,amyloid-beta binding
DB00460,BE0010065,P02647,function,cholesterol transfer activity
DB00460,BE0010065,P02647,function,heat shock protein binding
DB00460,BE0010065,P02647,function,protein homodimerization activity
DB00460,BE0010065,P02647,function,receptor ligand activity
DB00460,BE0010065,P02647,function,signaling receptor binding
DB00460,BE0010065,P02647,process,acylglycerol homeostasis
DB00460,BE0010065,P02647,process,cellular response to lipoprotein particle stimulus
DB00460,BE0010065,P02647,process,G protein-coupled receptor signaling pathway
DB00460,BE0010065,P02647,process,negative regulation of cytokine production involved in immune response
DB00460,BE0010065,P02647,process,negative regulation of interleukin-1 beta production
DB00460,BE0010065,P02647,process,positive regulation of cholesterol efflux
DB00460,BE0010065,P02647,process,positive regulation of cholesterol metabolic process
DB00460,BE0010065,P02647,process,positive regulation of CoA-transferase activity
DB00460,BE0010065,P02647,process,positive regulation of phagocytosis
DB00460,BE0010065,P02647,process,positive regulation of phospholipid efflux
DB00460,BE0010065,P02652,component,extracellular space
DB00460,BE0010065,P02652,function,cholesterol transfer activity
DB00460,BE0010065,P02652,function,enzyme binding
DB00460,BE0010065,P02652,function,heat shock protein binding
DB00460,BE0010065,P02652,function,receptor ligand activity
DB00460,BE0010065,P02652,function,signaling receptor binding
DB00460,BE0010065,P02652,process,animal organ regeneration
DB00460,BE0010065,P02652,process,cellular response to lipoprotein particle stimulus
DB00460,BE0010065,P02652,process,cholesterol transport
DB00460,BE0010065,P02652,process,negative regulation of cytokine production involved in immune response
DB00460,BE0010065,P02652,process,positive regulation of CoA-transferase activity
DB00460,BE0010065,P02652,process,positive regulation of interleukin-8 production
DB00460,BE0010065,P02652,process,positive regulation of phagocytosis
DB00460,BE0010065,P02652,process,protein stabilization
DB00460,BE0010065,P02652,process,response to xenobiotic stimulus
DB00460,BE0010065,P06727,component,collagen-containing extracellular matrix
DB00460,BE0010065,P06727,component,extracellular vesicle
DB00460,BE0010065,P06727,component,low-density lipoprotein particle
DB00460,BE0010065,P06727,component,synapse
DB00460,BE0010065,P06727,function,cholesterol transfer activity
DB00460,BE0010065,P06727,function,identical protein binding
DB00460,BE0010065,P06727,function,phospholipid binding
DB00460,BE0010065,P06727,process,acylglycerol homeostasis
DB00460,BE0010065,P06727,process,lipid catabolic process
DB00460,BE0010065,P06727,process,peripheral nervous system axon regeneration
DB00460,BE0010065,P06727,process,positive regulation of CoA-transferase activity
DB00460,BE0010065,P06727,process,response to triglyceride
DB00460,BE0010065,P04114,component,lipid droplet
DB00460,BE0010065,P04114,function,receptor ligand activity
DB00460,BE0010065,P04114,process,cellular response to lipoprotein particle stimulus
DB00460,BE0010065,P04114,process,establishment of localization in cell
DB00460,BE0010065,P02655,function,molecular function activator activity
DB00460,BE0010065,P02656,component,collagen-containing extracellular matrix
DB00460,BE0010065,P02656,process,G protein-coupled receptor signaling pathway
DB00460,BE0010065,P05090,component,cytoplasm
DB00460,BE0010065,P02649,component,chylomicron remnant
DB00460,BE0010065,P02649,component,clathrin-coated endocytic vesicle membrane
DB00460,BE0010065,P02649,component,collagen-containing extracellular matrix
DB00460,BE0010065,P02649,component,discoidal high-density lipoprotein particle
DB00460,BE0010065,P02649,component,endoplasmic reticulum lumen
DB00460,BE0010065,P02649,component,glutamatergic synapse
DB00460,BE0010065,P02649,component,lipoprotein particle
DB00460,BE0010065,P02649,component,melanosome
DB00460,BE0010065,P02649,component,"multivesicular body, internal vesicle"
DB00460,BE0010065,P02649,component,synaptic cleft
DB00460,BE0010065,P02649,function,amyloid-beta binding
DB00460,BE0010065,P02649,function,cholesterol transfer activity
DB00460,BE0010065,P02649,function,enzyme binding
DB00460,BE0010065,P02649,function,heparan sulfate proteoglycan binding
DB00460,BE0010065,P02649,function,protein dimerization activity
DB00460,BE0010065,P02649,function,protein-containing complex binding
DB00460,BE0010065,P02649,function,receptor ligand activity
DB00460,BE0010065,P02649,function,signaling receptor binding
DB00460,BE0010065,P02649,function,structural molecule activity
DB00460,BE0010065,P02649,process,acylglycerol homeostasis
DB00460,BE0010065,P02649,process,amyloid precursor protein metabolic process
DB00460,BE0010065,P02649,process,cellular response to lipoprotein particle stimulus
DB00460,BE0010065,P02649,process,G protein-coupled receptor signaling pathway
DB00460,BE0010065,P02649,process,gene expression
DB00460,BE0010065,P02649,process,intermediate-density lipoprotein particle clearance
DB00460,BE0010065,P02649,process,intracellular calcium ion homeostasis
DB00460,BE0010065,P02649,process,lipid transport involved in lipid storage
DB00460,BE0010065,P02649,process,locomotory exploration behavior
DB00460,BE0010065,P02649,process,long-term memory
DB00460,BE0010065,P02649,process,melanosome organization
DB00460,BE0010065,P02649,process,negative regulation of amyloid fibril formation
DB00460,BE0010065,P02649,process,negative regulation of amyloid-beta formation
DB00460,BE0010065,P02649,process,negative regulation of canonical Wnt signaling pathway
DB00460,BE0010065,P02649,process,negative regulation of endothelial cell migration
DB00460,BE0010065,P02649,process,negative regulation of gene expression
DB00460,BE0010065,P02649,process,negative regulation of long-term synaptic potentiation
DB00460,BE0010065,P02649,process,negative regulation of neuron projection development
DB00460,BE0010065,P02649,process,negative regulation of protein metabolic process
DB00460,BE0010065,P02649,process,negative regulation of protein secretion
DB00460,BE0010065,P02649,process,negative regulation of smooth muscle cell proliferation
DB00460,BE0010065,P02649,process,negative regulation of triglyceride metabolic process
DB00460,BE0010065,P02649,process,neuron projection development
DB00460,BE0010065,P02649,process,nitric oxide-cGMP-mediated signaling
DB00460,BE0010065,P02649,process,positive regulation of amyloid fibril formation
DB00460,BE0010065,P02649,process,positive regulation of amyloid-beta clearance
DB00460,BE0010065,P02649,process,positive regulation of cholesterol metabolic process
DB00460,BE0010065,P02649,process,positive regulation of CoA-transferase activity
DB00460,BE0010065,P02649,process,positive regulation of DNA-templated transcription
DB00460,BE0010065,P02649,process,positive regulation of endocytosis
DB00460,BE0010065,P02649,process,positive regulation of ERK1 and ERK2 cascade
DB00460,BE0010065,P02649,process,positive regulation of lipid transport across blood-brain barrier
DB00460,BE0010065,P02649,process,positive regulation of lipoprotein transport
DB00460,BE0010065,P02649,process,positive regulation of neuron projection development
DB00460,BE0010065,P02649,process,positive regulation of nitric oxide biosynthetic process
DB00460,BE0010065,P02649,process,regulation of amyloid fibril formation
DB00460,BE0010065,P02649,process,regulation of amyloid precursor protein catabolic process
DB00460,BE0010065,P02649,process,regulation of amyloid-beta clearance
DB00460,BE0010065,P02649,process,regulation of apoptotic process
DB00460,BE0010065,P02649,process,regulation of behavioral fear response
DB00460,BE0010065,P02649,process,regulation of cellular response to very-low-density lipoprotein particle stimulus
DB00460,BE0010065,P02649,process,regulation of cholesterol metabolic process
DB00460,BE0010065,P02649,process,regulation of innate immune response
DB00460,BE0010065,P02649,process,regulation of proteasomal protein catabolic process
DB00460,BE0010065,P02649,process,regulation of protein metabolic process
DB00460,BE0010065,P02649,process,regulation of protein-containing complex assembly
DB00460,BE0010065,P02649,process,response to caloric restriction
DB00460,BE0010065,P02649,process,triglyceride homeostasis
DB00460,BE0010065,P02649,process,triglyceride-rich lipoprotein particle clearance
DB00460,BE0010065,O14791,component,endoplasmic reticulum lumen
DB00460,BE0010065,O14791,component,membrane
DB00460,BE0010065,O14791,process,cytolysis by host of symbiont cells
DB00460,BE0010065,O95445,process,negative regulation of plasma lipoprotein oxidation
DB00460,BE0010065,P08519,component,extracellular space
DB00460,BE0010065,P08519,function,endopeptidase activity
DB00460,BE0010065,P08519,function,signaling receptor binding
DB00460,BE0010065,P08519,process,proteolysis
DB00461,BE0000530,P02768,component,cytoplasm
DB00461,BE0000530,P02768,component,endoplasmic reticulum lumen
DB00461,BE0000530,P02768,component,protein-containing complex
DB00461,BE0000530,P02768,function,enterobactin binding
DB00461,BE0000530,P02768,function,exogenous protein binding
DB00461,BE0000530,P02768,function,identical protein binding
DB00461,BE0000530,P02768,function,protein-folding chaperone binding
DB00461,BE0000530,P02768,process,cellular response to calcium ion starvation
DB00461,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB00472,BE0000530,P02768,component,cytoplasm
DB00472,BE0000530,P02768,component,endoplasmic reticulum lumen
DB00472,BE0000530,P02768,component,protein-containing complex
DB00472,BE0000530,P02768,function,enterobactin binding
DB00472,BE0000530,P02768,function,exogenous protein binding
DB00472,BE0000530,P02768,function,identical protein binding
DB00472,BE0000530,P02768,function,protein-folding chaperone binding
DB00472,BE0000530,P02768,process,cellular response to calcium ion starvation
DB00472,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB00472,BE0000925,P02763,component,collagen-containing extracellular matrix
DB00472,BE0000925,P02763,component,platelet alpha granule lumen
DB00472,BE0000925,P02763,component,specific granule lumen
DB00472,BE0000925,P02763,component,tertiary granule lumen
DB00472,BE0000925,P02763,process,positive regulation of interleukin-1 beta production
DB00472,BE0000925,P02763,process,positive regulation of interleukin-1 production
DB00472,BE0000925,P02763,process,positive regulation of tumor necrosis factor production
DB00476,BE0000530,P02768,component,cytoplasm
DB00476,BE0000530,P02768,component,endoplasmic reticulum lumen
DB00476,BE0000530,P02768,component,protein-containing complex
DB00476,BE0000530,P02768,function,enterobactin binding
DB00476,BE0000530,P02768,function,exogenous protein binding
DB00476,BE0000530,P02768,function,identical protein binding
DB00476,BE0000530,P02768,function,protein-folding chaperone binding
DB00476,BE0000530,P02768,process,cellular response to calcium ion starvation
DB00476,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB00476,BE0004879,P02763,component,collagen-containing extracellular matrix
DB00476,BE0004879,P02763,component,platelet alpha granule lumen
DB00476,BE0004879,P02763,component,specific granule lumen
DB00476,BE0004879,P02763,component,tertiary granule lumen
DB00476,BE0004879,P02763,process,positive regulation of interleukin-1 beta production
DB00476,BE0004879,P02763,process,positive regulation of interleukin-1 production
DB00476,BE0004879,P02763,process,positive regulation of tumor necrosis factor production
DB00476,BE0004879,P19652,component,azurophil granule lumen
DB00476,BE0004879,P19652,component,collagen-containing extracellular matrix
DB00476,BE0004879,P19652,component,extracellular region
DB00476,BE0004879,P19652,component,platelet alpha granule lumen
DB00476,BE0004879,P19652,component,specific granule lumen
DB00476,BE0004879,P19652,process,positive regulation of interleukin-1 beta production
DB00476,BE0004879,P19652,process,positive regulation of interleukin-1 production
DB00476,BE0004879,P19652,process,positive regulation of tumor necrosis factor production
DB00477,BE0000530,P02768,component,cytoplasm
DB00477,BE0000530,P02768,component,endoplasmic reticulum lumen
DB00477,BE0000530,P02768,component,protein-containing complex
DB00477,BE0000530,P02768,function,enterobactin binding
DB00477,BE0000530,P02768,function,exogenous protein binding
DB00477,BE0000530,P02768,function,identical protein binding
DB00477,BE0000530,P02768,function,protein-folding chaperone binding
DB00477,BE0000530,P02768,process,cellular response to calcium ion starvation
DB00477,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB00481,BE0000530,P02768,component,cytoplasm
DB00481,BE0000530,P02768,component,endoplasmic reticulum lumen
DB00481,BE0000530,P02768,component,protein-containing complex
DB00481,BE0000530,P02768,function,enterobactin binding
DB00481,BE0000530,P02768,function,exogenous protein binding
DB00481,BE0000530,P02768,function,identical protein binding
DB00481,BE0000530,P02768,function,protein-folding chaperone binding
DB00481,BE0000530,P02768,process,cellular response to calcium ion starvation
DB00481,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB00481,BE0000925,P02763,component,collagen-containing extracellular matrix
DB00481,BE0000925,P02763,component,platelet alpha granule lumen
DB00481,BE0000925,P02763,component,specific granule lumen
DB00481,BE0000925,P02763,component,tertiary granule lumen
DB00481,BE0000925,P02763,process,positive regulation of interleukin-1 beta production
DB00481,BE0000925,P02763,process,positive regulation of interleukin-1 production
DB00481,BE0000925,P02763,process,positive regulation of tumor necrosis factor production
DB00485,BE0000530,P02768,component,cytoplasm
DB00485,BE0000530,P02768,component,endoplasmic reticulum lumen
DB00485,BE0000530,P02768,component,protein-containing complex
DB00485,BE0000530,P02768,function,enterobactin binding
DB00485,BE0000530,P02768,function,exogenous protein binding
DB00485,BE0000530,P02768,function,identical protein binding
DB00485,BE0000530,P02768,function,protein-folding chaperone binding
DB00485,BE0000530,P02768,process,cellular response to calcium ion starvation
DB00485,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB00490,BE0000530,P02768,component,cytoplasm
DB00490,BE0000530,P02768,component,endoplasmic reticulum lumen
DB00490,BE0000530,P02768,component,protein-containing complex
DB00490,BE0000530,P02768,function,enterobactin binding
DB00490,BE0000530,P02768,function,exogenous protein binding
DB00490,BE0000530,P02768,function,identical protein binding
DB00490,BE0000530,P02768,function,protein-folding chaperone binding
DB00490,BE0000530,P02768,process,cellular response to calcium ion starvation
DB00490,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB00490,BE0000925,P02763,component,collagen-containing extracellular matrix
DB00490,BE0000925,P02763,component,platelet alpha granule lumen
DB00490,BE0000925,P02763,component,specific granule lumen
DB00490,BE0000925,P02763,component,tertiary granule lumen
DB00490,BE0000925,P02763,process,positive regulation of interleukin-1 beta production
DB00490,BE0000925,P02763,process,positive regulation of interleukin-1 production
DB00490,BE0000925,P02763,process,positive regulation of tumor necrosis factor production
DB00495,BE0000530,P02768,component,cytoplasm
DB00495,BE0000530,P02768,component,endoplasmic reticulum lumen
DB00495,BE0000530,P02768,component,protein-containing complex
DB00495,BE0000530,P02768,function,enterobactin binding
DB00495,BE0000530,P02768,function,exogenous protein binding
DB00495,BE0000530,P02768,function,identical protein binding
DB00495,BE0000530,P02768,function,protein-folding chaperone binding
DB00495,BE0000530,P02768,process,cellular response to calcium ion starvation
DB00495,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB00497,BE0000530,P02768,component,cytoplasm
DB00497,BE0000530,P02768,component,endoplasmic reticulum lumen
DB00497,BE0000530,P02768,component,protein-containing complex
DB00497,BE0000530,P02768,function,enterobactin binding
DB00497,BE0000530,P02768,function,exogenous protein binding
DB00497,BE0000530,P02768,function,identical protein binding
DB00497,BE0000530,P02768,function,protein-folding chaperone binding
DB00497,BE0000530,P02768,process,cellular response to calcium ion starvation
DB00497,BE0000530,P02768,process,negative regulation of mitochondrial depolarization
DB00497,BE0004879,P02763,component,collagen-containing extracellular matrix
DB00497,BE0004879,P02763,component,platelet alpha granule lumen
DB00497,BE0004879,P02763,component,specific granule lumen
DB00497,BE0004879,P02763,component,tertiary granule lumen
DB00497,BE0004879,P02763,process,positive regulation of interleukin-1 beta production
DB00497,BE0004879,P02763,process,positive regulation of interleukin-1 production
DB00497,BE0004879,P02763,process,positive regulation of tumor necrosis factor production
DB00497,BE0004879,P19652,component,azurophil granule lumen
DB00497,BE0004879,P19652,component,collagen-containing extracellular matrix
DB00497,BE0004879,P19652,component,extracellular region
DB00497,BE0004879,P19652,component,platelet alpha granule lumen
DB00497,BE0004879,P19652,component,specific granule lumen
DB00497,BE0004879,P19652,process,positive regulation of interleukin-1 beta production
DB00497,BE0004879,P19652,process,positive regulation of interleukin-1 production
DB00497,BE0004879,P19652,process,positive regulation of tumor necrosis factor production
DB00500,BE0000530,P02768,component,cytoplasm
